arms.left.joint_margin_min_rad,arms.left.position_error_norm_mean_m,arms.left.position_error_norm_peak_m,arms.left.position_error_norm_rmse_m,arms.left.rotation_error_norm_mean_rad,arms.left.rotation_error_norm_peak_rad,arms.left.rotation_error_norm_rmse_rad,arms.left.velocity_saturation_overall_pct,arms.right.joint_margin_min_rad,arms.right.position_error_norm_mean_m,arms.right.position_error_norm_peak_m,arms.right.position_error_norm_rmse_m,arms.right.rotation_error_norm_mean_rad,arms.right.rotation_error_norm_peak_rad,arms.right.rotation_error_norm_rmse_rad,arms.right.velocity_saturation_overall_pct,config_id,disqualification.0,disqualification.1,disqualification.2,disqualification.3,disqualification.4,disqualification.x,disqualification.y,disqualification.z,gains.DAMPING,gains.KD_POS,gains.KD_ROT,gains.KP_POS,gains.KP_ROT,gains.K_NULL,headroom_mean_frac,headroom_p95_frac,settle_duration_s,settled,stage,valid,velocity_saturation_overall_pct,warning_reasons.0,warning_reasons.1,warning_reasons.2,warning_reasons.3,warning_reasons.x,warning_reasons.y,warning_reasons.z,worst_arm_joint_margin_min_rad,worst_arm_pos_rmse_m,worst_arm_rot_rmse_rad
-0.000690902857817921,0.11026445123928473,0.2611974166268431,0.13239923038895693,0.0096275410334085,0.023801786332383692,0.011781236150667352,0.038857142857142854,-0.0068845404887500905,0.10988400738108332,0.2609658133432627,0.13200165992119495,0.010457142709141562,0.02470383309121539,0.012778828685207477,0.0,s1_kp1.177_kd0.75,not settled,,,,,,,,0.05,0.75,0.3,1.177,2.0,1.0,0.26399364769140266,0.7393127318216572,15.000000000001679,False,1,False,0.038857142857142854,settling timeout,negative joint margin,,,,,,-0.0068845404887500905,0.13239923038895693,0.012778828685207477
-0.000792796028040943,0.1072623611282791,0.2610565651260357,0.13038711201043546,0.009701920184670925,0.024397546467636352,0.011973788378185385,0.104,-0.006440718420727354,0.10690055087062703,0.2608394486113285,0.13001931123450458,0.010592864594224366,0.025408260188663802,0.013078508416069346,0.09485714285714286,s1_kp1.177_kd0.9,not settled,,,,,,,,0.05,0.9,0.3,1.177,2.0,1.0,0.26405990419470754,0.7305845615746673,15.000000000001679,False,1,False,0.104,settling timeout,negative joint margin,,,,,,-0.006440718420727354,0.13038711201043546,0.013078508416069346
-0.006783446109352997,0.11023079944462381,0.2589078529962544,0.13219468979546953,0.015337614941807172,0.03499752603900898,0.01827441523451767,0.5737142857142857,-0.00705443143767992,0.10961891485568334,0.2587746493500782,0.13159716417824655,0.015258224418592186,0.035195742448079576,0.018005231309457477,0.5177142857142857,s1_kp1.805_kd0,contact detected,torso contact detected,,,,,,,0.05,0.0,0.3,1.805,2.0,1.0,0.3084685929963361,0.9461317718367058,9.063999999999696,True,1,False,0.5737142857142857,,,,,contact detected,torso contact detected,negative joint margin,-0.00705443143767992,0.13219468979546953,0.01827441523451767
-0.006723596318800151,0.10833506106219826,0.2588584264052626,0.13085976946915964,0.01399554600532403,0.03489545263961837,0.016985922200604808,0.5325714285714286,-0.007020605896618015,0.10774172130624636,0.2586873419458488,0.1302798284160486,0.014306816903920836,0.03521991507386799,0.017342639349311108,0.4742857142857143,s1_kp1.805_kd0.15,,,,,,,,,0.05,0.15,0.3,1.805,2.0,1.0,0.303876642902328,0.9225874870391753,9.293999999999773,True,1,False,0.5325714285714286,negative joint margin,,,,,,,-0.007020605896618015,0.13085976946915964,0.017342639349311108
-0.006568316341165392,0.10647165782592663,0.2587773653559327,0.12956016922543492,0.013279928379820526,0.034949634023618635,0.016598820800390986,0.49028571428571427,-0.00697124203998678,0.10594799364883303,0.25860526450444055,0.12904845710039634,0.014019107704294825,0.03532841005470352,0.01725726744832578,0.4297142857142857,s1_kp1.805_kd0.3,,,,,,,,,0.05,0.3,0.3,1.805,2.0,1.0,0.29997242212919506,0.9009536766821111,9.621999999999883,True,1,False,0.49028571428571427,negative joint margin,,,,,,,-0.00697124203998678,0.12956016922543492,0.01725726744832578
-0.005901643907612275,0.10461117097386687,0.25869556786483083,0.12831181863516258,0.013347921804216194,0.03508207935370837,0.016824102759011604,0.44571428571428573,-0.006859100902339765,0.10416787382400369,0.25852589582320057,0.12787401870843063,0.014084324463052113,0.03552120568622696,0.017543278693114263,0.36914285714285716,s1_kp1.805_kd0.45,,,,,,,,,0.05,0.45,0.3,1.805,2.0,1.0,0.29669361117820486,0.8813288877887143,10.020000000000016,True,1,False,0.44571428571428573,negative joint margin,,,,,,,-0.006859100902339765,0.12831181863516258,0.017543278693114263
-0.0005265530225835313,0.1028119307807148,0.25861054744273226,0.12715413574271972,0.013592982789270113,0.03529080152487824,0.01721155850410203,0.3862857142857143,-0.006892535143208978,0.10241766482026778,0.25844403722984255,0.1267625305713396,0.014254434280829764,0.035794928446297544,0.017946109235313215,0.24342857142857144,s1_kp1.805_kd0.6,,,,,,,,,0.05,0.6,0.3,1.805,2.0,1.0,0.29447163210453375,0.8636849505317539,10.464000000000164,True,1,False,0.3862857142857143,negative joint margin,,,,,,,-0.006892535143208978,0.12715413574271972,0.017946109235313215
-0.0008510499967564478,0.1010681663224682,0.25852263696651195,0.1260785012805958,0.01384721376628866,0.035574092781252425,0.01764161306447258,0.2617142857142857,-0.006866635645188968,0.10071527961278579,0.2583579240631047,0.1257234668291971,0.014352941811015757,0.03614794542545544,0.01824243659273144,0.2537142857142857,s1_kp1.805_kd0.75,,,,,,,,,0.05,0.75,0.3,1.805,2.0,1.0,0.29329886407120803,0.8486724284833611,10.90200000000031,True,1,False,0.2617142857142857,negative joint margin,,,,,,,-0.006866635645188968,0.1260785012805958,0.01824243659273144
-0.0011285607880191506,0.09937099342935954,0.25843072718527166,0.12507595990482737,0.01408454506243615,0.03701303946743461,0.01810848324347324,0.27085714285714285,-0.006841778071443816,0.09903403223567282,0.2582677423497138,0.1247386037508567,0.014499707440537636,0.036579305155452935,0.018624021891641616,0.264,s1_kp1.805_kd0.9,,,,,,,,,0.05,0.9,0.3,1.805,2.0,1.0,0.2927060448782858,0.836924861294425,11.334000000000454,True,1,False,0.27085714285714285,negative joint margin,,,,,,,-0.006841778071443816,0.12507595990482737,0.018624021891641616
-0.006884037486501349,0.09776924248583513,0.2561646688130041,0.12386380259336827,0.030783479256933807,0.13483089995495112,0.0402610335218915,0.9897142857142858,-0.007084616899580176,0.09770988687239765,0.25604198773652415,0.12362308141525719,0.031009921760596998,0.10946712257376079,0.038194638434064426,0.9462857142857143,s1_kp2.77_kd0,contact detected,torso contact detected,,,,,,,0.05,0.0,0.3,2.77,2.0,1.0,0.3534083890231964,1.1008163064154566,7.6319999999993815,True,1,False,0.9897142857142858,,,,,contact detected,torso contact detected,negative joint margin,-0.007084616899580176,0.12386380259336827,0.0402610335218915
