evaluation_sample_count,peak_base_displacement_m,contact_occupancy_total_pct,arms.right.position_error_axis_mean_m.x,arms.right.position_error_axis_mean_m.y,arms.right.position_error_axis_mean_m.z,arms.right.position_error_norm_mean_m,arms.right.position_error_axis_rmse_m.x,arms.right.position_error_axis_rmse_m.y,arms.right.position_error_axis_rmse_m.z,arms.right.position_error_norm_rmse_m,arms.right.position_error_axis_abs_peak_m.x,arms.right.position_error_axis_abs_peak_m.y,arms.right.position_error_axis_abs_peak_m.z,arms.right.position_error_norm_peak_m,arms.right.rotation_error_norm_mean_rad,arms.right.rotation_error_norm_rmse_rad,arms.right.rotation_error_norm_peak_rad,arms.right.rejection_pct,arms.right.velocity_saturation_overall_pct,arms.right.joint_margin_min_rad,arms.right.joint_margin_p01_rad,arms.right.contact_occupancy_total_pct,arms.right.torso_contact_occupancy_pct,arms.left.position_error_axis_mean_m.x,arms.left.position_error_axis_mean_m.y,arms.left.position_error_axis_mean_m.z,arms.left.position_error_norm_mean_m,arms.left.position_error_axis_rmse_m.x,arms.left.position_error_axis_rmse_m.y,arms.left.position_error_axis_rmse_m.z,arms.left.position_error_norm_rmse_m,arms.left.position_error_axis_abs_peak_m.x,arms.left.position_error_axis_abs_peak_m.y,arms.left.position_error_axis_abs_peak_m.z,arms.left.position_error_norm_peak_m,arms.left.rotation_error_norm_mean_rad,arms.left.rotation_error_norm_rmse_rad,arms.left.rotation_error_norm_peak_rad,arms.left.rejection_pct,arms.left.velocity_saturation_overall_pct,arms.left.joint_margin_min_rad,arms.left.joint_margin_p01_rad,arms.left.contact_occupancy_total_pct,arms.left.torso_contact_occupancy_pct,gain_segments.0.evaluation_sample_count,gain_segments.0.peak_base_displacement_m,gain_segments.0.contact_occupancy_total_pct,gain_segments.0.arms.right.position_error_axis_mean_m.x,gain_segments.0.arms.right.position_error_axis_mean_m.y,gain_segments.0.arms.right.position_error_axis_mean_m.z,gain_segments.0.arms.right.position_error_norm_mean_m,gain_segments.0.arms.right.position_error_axis_rmse_m.x,gain_segments.0.arms.right.position_error_axis_rmse_m.y,gain_segments.0.arms.right.position_error_axis_rmse_m.z,gain_segments.0.arms.right.position_error_norm_rmse_m,gain_segments.0.arms.right.position_error_axis_abs_peak_m.x,gain_segments.0.arms.right.position_error_axis_abs_peak_m.y,gain_segments.0.arms.right.position_error_axis_abs_peak_m.z,gain_segments.0.arms.right.position_error_norm_peak_m,gain_segments.0.arms.right.rotation_error_norm_mean_rad,gain_segments.0.arms.right.rotation_error_norm_rmse_rad,gain_segments.0.arms.right.rotation_error_norm_peak_rad,gain_segments.0.arms.right.rejection_pct,gain_segments.0.arms.right.velocity_saturation_overall_pct,gain_segments.0.arms.right.joint_margin_min_rad,gain_segments.0.arms.right.joint_margin_p01_rad,gain_segments.0.arms.right.contact_occupancy_total_pct,gain_segments.0.arms.right.torso_contact_occupancy_pct,gain_segments.0.arms.left.position_error_axis_mean_m.x,gain_segments.0.arms.left.position_error_axis_mean_m.y,gain_segments.0.arms.left.position_error_axis_mean_m.z,gain_segments.0.arms.left.position_error_norm_mean_m,gain_segments.0.arms.left.position_error_axis_rmse_m.x,gain_segments.0.arms.left.position_error_axis_rmse_m.y,gain_segments.0.arms.left.position_error_axis_rmse_m.z,gain_segments.0.arms.left.position_error_norm_rmse_m,gain_segments.0.arms.left.position_error_axis_abs_peak_m.x,gain_segments.0.arms.left.position_error_axis_abs_peak_m.y,gain_segments.0.arms.left.position_error_axis_abs_peak_m.z,gain_segments.0.arms.left.position_error_norm_peak_m,gain_segments.0.arms.left.rotation_error_norm_mean_rad,gain_segments.0.arms.left.rotation_error_norm_rmse_rad,gain_segments.0.arms.left.rotation_error_norm_peak_rad,gain_segments.0.arms.left.rejection_pct,gain_segments.0.arms.left.velocity_saturation_overall_pct,gain_segments.0.arms.left.joint_margin_min_rad,gain_segments.0.arms.left.joint_margin_p01_rad,gain_segments.0.arms.left.contact_occupancy_total_pct,gain_segments.0.arms.left.torso_contact_occupancy_pct
12500,0.3,0.0,0.04934957276513338,0.007111339901871953,-0.0267248425437927,0.09888403563471852,0.11657972767987078,0.012249860667089973,0.04516485331695165,0.12562147892545172,0.2422817420359244,0.027207514109985342,0.09810359272638558,0.2619565284766108,0.006953912509151689,0.009603036770088247,0.03708984414927204,12.681157174463076,0.3782857142857143,-0.006805018282900033,-0.002576207691346677,0.0,0.0,0.049544722024953435,-0.005847599719122136,-0.025550258054210538,0.09882300167950267,0.11668274826010235,0.012031406486327704,0.04500391310367793,0.12563825324403824,0.24233853384304488,0.02715960249604457,0.09803257557944733,0.26195841398717906,0.006317423063107439,0.00889648247745623,0.036453188013479874,12.680528670940305,0.496,-0.0017622184129861829,0.011167940628261515,0.0,0.0,12500,0.3,0.0,0.04934957276513338,0.007111339901871953,-0.0267248425437927,0.09888403563471852,0.11657972767987078,0.012249860667089973,0.04516485331695165,0.12562147892545172,0.2422817420359244,0.027207514109985342,0.09810359272638558,0.2619565284766108,0.006953912509151689,0.009603036770088247,0.03708984414927204,12.681157174463076,0.3782857142857143,-0.006805018282900033,-0.002576207691346677,0.0,0.0,0.049544722024953435,-0.005847599719122136,-0.025550258054210538,0.09882300167950267,0.11668274826010235,0.012031406486327704,0.04500391310367793,0.12563825324403824,0.24233853384304488,0.02715960249604457,0.09803257557944733,0.26195841398717906,0.006317423063107439,0.00889648247745623,0.036453188013479874,12.680528670940305,0.496,-0.0017622184129861829,0.011167940628261515,0.0,0.0
